Filename:	TEST
Operator ID:	 
Sample ID:	HMm-1130 
Comment: 	 
Serial Number:	002042001 
Data Collected:	06.12.2019 12:19:21 
Sample Weight:	12.492 mg 
Display Weight:	12.492 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	TEST
Date/Time:	 
Initial Conditions 
Temperature:	 50.00 �C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	1155 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Nitrogen at 20.0 ml/min  
	Action occurs Immediately 
1)	Hold for 1.0 min at 50.00�C 
 
2)	Heat from 50.00�C to 700.00�C at 40.00�C/min 
 
3)	Hold for 2.0 min at 700.00�C 
 
1) TGA Isothermal 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	R25 Diagnostic 
	          	Weight     	Weight     	Temperature	Temperature	Gas Flow     	Temperature 
	4.966667	11.909923	0.000000	208.666667	154.660000	19.800000	0.000000 
	4.983333	11.904824	0.000000	209.333333	155.340000	19.800000	0.000000 
	5.000000	11.900361	0.000000	210.000000	156.010000	19.800000	0.000000 
	5.016667	11.896112	0.000000	210.666667	156.690000	19.800000	0.000000 
	5.033333	11.890800	0.000000	211.333333	157.370000	19.800000	0.000000 
	5.050000	11.886550	0.000000	212.000000	158.050000	19.800000	0.000000 
	5.066667	11.881238	0.000000	212.666667	158.730000	19.800000	0.000000 
	5.083333	11.876776	0.000000	213.333333	159.410000	19.800000	0.000000 
	5.100000	11.872951	0.000000	214.000000	160.090000	19.800000	0.000000 
	5.116667	11.867001	0.000000	214.666667	160.770000	19.800000	0.000000 
	5.133333	11.862327	0.000000	215.333333	161.450000	19.800000	0.000000 
	5.150000	11.858502	0.000000	216.000000	162.140000	19.800000	0.000000 
	5.166667	11.853615	0.000000	216.666667	162.820000	19.800000	0.000000 
	5.183333	11.847878	0.000000	217.333333	163.500000	19.800000	0.000000 
	5.200000	11.842990	0.000000	218.000000	164.190000	19.800000	0.000000 
	5.216667	11.838528	0.000000	218.666667	164.870000	19.800000	0.000000 
	5.233333	11.833853	0.000000	219.333333	165.560000	19.800000	0.000000 
	5.250000	11.829391	0.000000	220.000000	166.240000	19.800000	0.000000 
	5.266667	11.825354	0.000000	220.666667	166.930000	19.800000	0.000000 
	5.283333	11.820892	0.000000	221.333333	167.620000	19.800000	0.000000 
	5.300000	11.816642	0.000000	222.000000	168.300000	19.800000	0.000000 
	5.316667	11.811542	0.000000	222.666667	168.990000	19.800000	0.000000 
	5.333333	11.807718	0.000000	223.333333	169.680000	19.800000	0.000000 
	5.350000	11.803043	0.000000	224.000000	170.370000	19.800000	0.000000 
	5.366667	11.799006	0.000000	224.666667	171.060000	19.800000	0.000000 
	5.383333	11.793906	0.000000	225.333333	171.750000	19.800000	0.000000 
	5.400000	11.789444	0.000000	226.000000	172.440000	19.800000	0.000000 
	5.416667	11.785619	0.000000	226.666667	173.130000	19.800000	0.000000 
	5.433333	11.780732	0.000000	227.333333	173.820000	19.800000	0.000000 
	5.450000	11.776695	0.000000	228.000000	174.510000	19.800000	0.000000 
	5.466667	11.772870	0.000000	228.666667	175.210000	19.800000	0.000000 
	5.483333	11.767345	0.000000	229.333333	175.900000	19.800000	0.000000 
	5.500000	11.763733	0.000000	230.000000	176.590000	19.800000	0.000000 
	5.516667	11.759271	0.000000	230.666667	177.290000	19.800000	0.000000 
	5.533333	11.755021	0.000000	231.333333	177.980000	19.800000	0.000000 
	5.550000	11.750984	0.000000	232.000000	178.670000	19.800000	0.000000 
	5.566667	11.746947	0.000000	232.666667	179.370000	19.800000	0.000000 
	5.583333	11.742485	0.000000	233.333333	180.070000	19.800000	0.000000 
	5.600000	11.739297	0.000000	234.000000	180.760000	19.800000	0.000000 
	5.616667	11.734623	0.000000	234.666667	181.460000	19.800000	0.000000 
	5.633333	11.731010	0.000000	235.333333	182.150000	19.800000	0.000000 
	5.650000	11.726761	0.000000	236.000000	182.850000	19.800000	0.000000 
	5.666667	11.723573	0.000000	236.666667	183.550000	19.800000	0.000000 
	5.683333	11.718686	0.000000	237.333333	184.250000	19.800000	0.000000 
	5.700000	11.714012	0.000000	238.000000	184.940000	19.800000	0.000000 
	5.716667	11.711037	0.000000	238.666667	185.640000	19.800000	0.000000 
	5.733333	11.706575	0.000000	239.333333	186.340000	19.800000	0.000000 
	5.750000	11.699138	0.000000	240.000000	187.040000	19.800000	0.000000 
	5.766667	11.698075	0.000000	240.666667	187.740000	19.800000	0.000000 
	5.783333	11.693188	0.000000	241.333333	188.440000	19.800000	0.000000 
	5.800000	11.689788	0.000000	242.000000	189.140000	19.800000	0.000000 
	5.816667	11.686813	0.000000	242.666667	189.840000	19.800000	0.000000 
	5.833333	11.682351	0.000000	243.333333	190.540000	19.800000	0.000000 
	5.850000	11.679164	0.000000	244.000000	191.240000	19.800000	0.000000 
	5.866667	11.674277	0.000000	244.666667	191.940000	19.800000	0.000000 
	5.883333	11.670665	0.000000	245.333333	192.650000	19.800000	0.000000 
	5.900000	11.666627	0.000000	246.000000	193.350000	19.800000	0.000000 
	5.916667	11.663228	0.000000	246.666667	194.050000	19.800000	0.000000 
	5.933333	11.659190	0.000000	247.333333	194.750000	19.800000	0.000000 
	5.950000	11.656641	0.000000	248.000000	195.450000	19.800000	0.000000 
	5.966667	11.652816	0.000000	248.666667	196.150000	19.800000	0.000000 
	5.983333	11.649416	0.000000	249.333333	196.850000	19.800000	0.000000 
	6.000000	11.646229	0.000000	250.000000	197.550000	19.800000	0.000000 
	6.016667	11.641342	0.000000	250.666667	198.250000	19.800000	0.000000 
	6.033333	11.637517	0.000000	251.333333	198.950000	19.800000	0.000000 
	6.050000	11.634330	0.000000	252.000000	199.650000	19.800000	0.000000 
	6.066667	11.630080	0.000000	252.666667	200.350000	19.800000	0.000000 
	6.083333	11.627105	0.000000	253.333333	201.050000	19.800000	0.000000 
	6.100000	11.623493	0.000000	254.000000	201.750000	19.800000	0.000000 
	6.116667	11.619456	0.000000	254.666667	202.450000	19.800000	0.000000 
	6.133333	11.616268	0.000000	255.333333	203.150000	19.800000	0.000000 
	6.150000	11.612656	0.000000	256.000000	203.850000	19.800000	0.000000 
	6.166667	11.609044	0.000000	256.666667	204.550000	19.800000	0.000000 
	6.183333	11.605431	0.000000	257.333333	205.250000	19.800000	0.000000 
	6.200000	11.602244	0.000000	258.000000	205.950000	19.800000	0.000000 
	6.216667	11.598207	0.000000	258.666667	206.640000	19.800000	0.000000 
	6.233333	11.594595	0.000000	259.333333	207.340000	19.800000	0.000000 
	6.250000	11.590982	0.000000	260.000000	208.040000	19.800000	0.000000 
	6.266667	11.588008	0.000000	260.666667	208.740000	19.800000	0.000000 
	6.283333	11.584395	0.000000	261.333333	209.440000	19.800000	0.000000 
	6.300000	11.581421	0.000000	262.000000	210.140000	19.800000	0.000000 
	6.316667	11.577596	0.000000	262.666667	210.840000	19.800000	0.000000 
	6.333333	11.574196	0.000000	263.333333	211.540000	19.800000	0.000000 
	6.350000	11.570796	0.000000	264.000000	212.250000	19.800000	0.000000 
	6.366667	11.566972	0.000000	264.666667	212.950000	19.800000	0.000000 
	6.383333	11.564209	0.000000	265.333333	213.650000	19.800000	0.000000 
	6.400000	11.560810	0.000000	266.000000	214.350000	19.800000	0.000000 
	6.416667	11.556772	0.000000	266.666667	215.060000	19.800000	0.000000 
	6.433333	11.553585	0.000000	267.333333	215.760000	19.800000	0.000000 
	6.450000	11.549973	0.000000	268.000000	216.470000	19.800000	0.000000 
	6.466667	11.547210	0.000000	268.666667	217.170000	19.800000	0.000000 
	6.483333	11.544236	0.000000	269.333333	217.880000	19.800000	0.000000 
	6.500000	11.540836	0.000000	270.000000	218.580000	19.800000	0.000000 
	6.516667	11.536799	0.000000	270.666667	219.290000	19.800000	0.000000 
	6.533333	11.534461	0.000000	271.333333	220.000000	19.800000	0.000000 
	6.550000	11.530424	0.000000	272.000000	220.710000	19.800000	0.000000 
	6.566667	11.527237	0.000000	272.666667	221.410000	19.800000	0.000000 
	6.583333	11.523837	0.000000	273.333333	222.120000	19.800000	0.000000 
	6.600000	11.520862	0.000000	274.000000	222.830000	19.800000	0.000000 
	6.616667	11.516400	0.000000	274.666667	223.540000	19.800000	0.000000 
	6.633333	11.513000	0.000000	275.333333	224.250000	19.800000	0.000000 
	6.650000	11.509813	0.000000	276.000000	224.960000	19.800000	0.000000 
	6.666667	11.507688	0.000000	276.666667	225.670000	19.800000	0.000000 
	6.683333	11.502164	0.000000	277.333333	226.370000	19.800000	0.000000 
	6.700000	11.498551	0.000000	278.000000	227.080000	19.800000	0.000000 
	6.716667	11.494514	0.000000	278.666667	227.790000	19.800000	0.000000 
	6.733333	11.491114	0.000000	279.333333	228.500000	19.800000	0.000000 
	6.750000	11.487927	0.000000	280.000000	229.210000	19.800000	0.000000 
	6.766667	11.483252	0.000000	280.666667	229.920000	19.800000	0.000000 
	6.783333	11.477303	0.000000	281.333333	230.630000	19.800000	0.000000 
	6.800000	11.476028	0.000000	282.000000	231.340000	19.800000	0.000000 
	6.816667	11.471991	0.000000	282.666667	232.050000	19.800000	0.000000 
	6.833333	11.469016	0.000000	283.333333	232.750000	19.800000	0.000000 
	6.850000	11.464341	0.000000	284.000000	233.460000	19.800000	0.000000 
	6.866667	11.461579	0.000000	284.666667	234.170000	19.800000	0.000000 
	6.883333	11.457117	0.000000	285.333333	234.880000	19.800000	0.000000 
	6.900000	11.451592	0.000000	286.000000	235.590000	19.800000	0.000000 
	6.916667	11.447767	0.000000	286.666667	236.300000	19.800000	0.000000 
	6.933333	11.443942	0.000000	287.333333	237.010000	19.800000	0.000000 
	6.950000	11.439693	0.000000	288.000000	237.710000	19.800000	0.000000 
	6.966667	11.435656	0.000000	288.666667	238.420000	19.800000	0.000000 
	6.983333	11.431618	0.000000	289.333333	239.130000	19.800000	0.000000 
	7.000000	11.427156	0.000000	290.000000	239.840000	19.800000	0.000000 
	7.016667	11.422481	0.000000	290.666667	240.540000	19.800000	0.000000 
	7.033333	11.416532	0.000000	291.333333	241.250000	19.800000	0.000000 
	7.050000	11.413557	0.000000	292.000000	241.960000	19.800000	0.000000 
	7.066667	11.410157	0.000000	292.666667	242.670000	19.800000	0.000000 
	7.083333	11.405483	0.000000	293.333333	243.370000	19.800000	0.000000 
	7.100000	11.401020	0.000000	294.000000	244.080000	19.800000	0.000000 
	7.116667	11.396983	0.000000	294.666667	244.790000	19.800000	0.000000 
	7.133333	11.392308	0.000000	295.333333	245.490000	19.800000	0.000000 
	7.150000	11.386996	0.000000	296.000000	246.200000	19.800000	0.000000 
	7.166667	11.381259	0.000000	296.666667	246.910000	19.800000	0.000000 
	7.183333	11.377010	0.000000	297.333333	247.610000	19.800000	0.000000 
	7.200000	11.371910	0.000000	298.000000	248.320000	19.800000	0.000000 
	7.216667	11.367235	0.000000	298.666667	249.030000	19.800000	0.000000 
	7.233333	11.362560	0.000000	299.333333	249.730000	19.800000	0.000000 
	7.250000	11.359586	0.000000	300.000000	250.440000	19.800000	0.000000 
	7.266667	11.352999	0.000000	300.666667	251.150000	19.800000	0.000000 
	7.283333	11.347049	0.000000	301.333333	251.850000	19.800000	0.000000 
	7.300000	11.338762	0.000000	302.000000	252.560000	19.800000	0.000000 
	7.316667	11.336637	0.000000	302.666667	253.260000	19.800000	0.000000 
	7.333333	11.331750	0.000000	303.333333	253.970000	19.800000	0.000000 
	7.350000	11.326863	0.000000	304.000000	254.680000	19.800000	0.000000 
	7.366667	11.320913	0.000000	304.666667	255.380000	19.800000	0.000000 
	7.383333	11.315814	0.000000	305.333333	256.090000	19.800000	0.000000 
	7.400000	11.312414	0.000000	306.000000	256.800000	19.800000	0.000000 
	7.416667	11.305827	0.000000	306.666667	257.500000	19.800000	0.000000 
	7.433333	11.299665	0.000000	307.333333	258.210000	19.800000	0.000000 
	7.450000	11.294778	0.000000	308.000000	258.920000	19.800000	0.000000 
	7.466667	11.288616	0.000000	308.666667	259.620000	19.800000	0.000000 
	7.483333	11.282666	0.000000	309.333333	260.330000	19.800000	0.000000 
	7.500000	11.275866	0.000000	310.000000	261.030000	19.800000	0.000000 
	7.516667	11.270979	0.000000	310.666667	261.740000	19.800000	0.000000 
	7.533333	11.265030	0.000000	311.333333	262.450000	19.800000	0.000000 
	7.550000	11.258868	0.000000	312.000000	263.150000	19.800000	0.000000 
	7.566667	11.253130	0.000000	312.666667	263.860000	19.800000	0.000000 
	7.583333	11.246968	0.000000	313.333333	264.560000	19.800000	0.000000 
	7.600000	11.240381	0.000000	314.000000	265.270000	19.800000	0.000000 
	7.616667	11.233794	0.000000	314.666667	265.980000	19.800000	0.000000 
	7.633333	11.227632	0.000000	315.333333	266.680000	19.800000	0.000000 
	7.650000	11.221045	0.000000	316.000000	267.390000	19.800000	0.000000 
	7.666667	11.214671	0.000000	316.666667	268.100000	19.800000	0.000000 
	7.683333	11.208296	0.000000	317.333333	268.800000	19.800000	0.000000 
	7.700000	11.201496	0.000000	318.000000	269.510000	19.800000	0.000000 
	7.716667	11.194909	0.000000	318.666667	270.210000	19.800000	0.000000 
	7.733333	11.189172	0.000000	319.333333	270.920000	19.800000	0.000000 
	7.750000	11.181523	0.000000	320.000000	271.630000	19.800000	0.000000 
	7.766667	11.174723	0.000000	320.666667	272.330000	19.800000	0.000000 
	7.783333	11.168136	0.000000	321.333333	273.040000	19.800000	0.000000 
	7.800000	11.160062	0.000000	322.000000	273.750000	19.800000	0.000000 
	7.816667	11.153900	0.000000	322.666667	274.450000	19.800000	0.000000 
	7.833333	11.147100	0.000000	323.333333	275.160000	19.800000	0.000000 
	7.850000	11.139663	0.000000	324.000000	275.860000	19.800000	0.000000 
	7.866667	11.131589	0.000000	324.666667	276.570000	19.800000	0.000000 
	7.883333	11.123727	0.000000	325.333333	277.280000	19.800000	0.000000 
	7.900000	11.116927	0.000000	326.000000	277.980000	19.800000	0.000000 
	7.916667	11.110128	0.000000	326.666667	278.690000	19.800000	0.000000 
	7.933333	11.100566	0.000000	327.333333	279.400000	19.800000	0.000000 
	7.950000	11.094191	0.000000	328.000000	280.100000	19.800000	0.000000 
	7.966667	11.085904	0.000000	328.666667	280.810000	19.800000	0.000000 
	7.983333	11.078467	0.000000	329.333333	281.520000	19.800000	0.000000 
	8.000000	11.070180	0.000000	330.000000	282.230000	19.800000	0.000000 
	8.016667	11.061468	0.000000	330.666667	282.930000	19.800000	0.000000 
	8.033333	11.054456	0.000000	331.333333	283.640000	19.800000	0.000000 
	8.050000	11.045532	0.000000	332.000000	284.350000	19.800000	0.000000 
	8.066667	11.036608	0.000000	332.666667	285.050000	19.800000	0.000000 
	8.083333	11.029383	0.000000	333.333333	285.760000	19.800000	0.000000 
	8.100000	11.020246	0.000000	334.000000	286.470000	19.800000	0.000000 
	8.116667	11.011534	0.000000	334.666667	287.180000	19.800000	0.000000 
	8.133333	11.003035	0.000000	335.333333	287.880000	19.800000	0.000000 
	8.150000	10.993686	0.000000	336.000000	288.590000	19.800000	0.000000 
	8.166667	10.984761	0.000000	336.666667	289.300000	19.800000	0.000000 
	8.183333	10.975837	0.000000	337.333333	290.000000	19.800000	0.000000 
	8.200000	10.966275	0.000000	338.000000	290.710000	19.800000	0.000000 
	8.216667	10.956713	0.000000	338.666667	291.420000	19.800000	0.000000 
	8.233333	10.946726	0.000000	339.333333	292.120000	19.800000	0.000000 
	8.250000	10.936952	0.000000	340.000000	292.830000	19.800000	0.000000 
	8.266667	10.927178	0.000000	340.666667	293.540000	19.800000	0.000000 
	8.283333	10.917191	0.000000	341.333333	294.240000	19.800000	0.000000 
	8.300000	10.907841	0.000000	342.000000	294.950000	19.800000	0.000000 
	8.316667	10.897005	0.000000	342.666667	295.650000	19.800000	0.000000 
	8.333333	10.884893	0.000000	343.333333	296.360000	19.800000	0.000000 
	8.350000	10.874269	0.000000	344.000000	297.070000	19.800000	0.000000 
	8.366667	10.863219	0.000000	344.666667	297.770000	19.800000	0.000000 
	8.383333	10.852595	0.000000	345.333333	298.480000	19.800000	0.000000 
	8.400000	10.841758	0.000000	346.000000	299.190000	19.800000	0.000000 
	8.416667	10.829859	0.000000	346.666667	299.900000	19.800000	0.000000 
	8.433333	10.818597	0.000000	347.333333	300.600000	19.800000	0.000000 
	8.450000	10.807548	0.000000	348.000000	301.310000	19.800000	0.000000 
	8.466667	10.795861	0.000000	348.666667	302.020000	19.800000	0.000000 
	8.483333	10.783962	0.000000	349.333333	302.720000	19.800000	0.000000 
	8.500000	10.771638	0.000000	350.000000	303.430000	19.800000	0.000000 
	8.516667	10.761439	0.000000	350.666667	304.140000	19.800000	0.000000 
	8.533333	10.748265	0.000000	351.333333	304.840000	19.800000	0.000000 
	8.550000	10.731903	0.000000	352.000000	305.550000	19.800000	0.000000 
	8.566667	10.721916	0.000000	352.666667	306.260000	19.800000	0.000000 
	8.583333	10.711080	0.000000	353.333333	306.960000	19.800000	0.000000 
	8.600000	10.698331	0.000000	354.000000	307.670000	19.800000	0.000000 
	8.616667	10.686006	0.000000	354.666667	308.380000	19.800000	0.000000 
	8.633333	10.673257	0.000000	355.333333	309.080000	19.800000	0.000000 
	8.650000	10.660083	0.000000	356.000000	309.790000	19.800000	0.000000 
	8.666667	10.645209	0.000000	356.666667	310.500000	19.800000	0.000000 
	8.683333	10.633522	0.000000	357.333333	311.200000	19.800000	0.000000 
	8.700000	10.619073	0.000000	358.000000	311.910000	19.800000	0.000000 
	8.716667	10.606324	0.000000	358.666667	312.620000	19.800000	0.000000 
	8.733333	10.593363	0.000000	359.333333	313.330000	19.800000	0.000000 
	8.750000	10.579126	0.000000	360.000000	314.030000	19.800000	0.000000 
	8.766667	10.565740	0.000000	360.666667	314.740000	19.800000	0.000000 
	8.783333	10.551078	0.000000	361.333333	315.450000	19.800000	0.000000 
	8.800000	10.537054	0.000000	362.000000	316.160000	19.800000	0.000000 
	8.816667	10.523242	0.000000	362.666667	316.870000	19.800000	0.000000 
	8.833333	10.507944	0.000000	363.333333	317.580000	19.800000	0.000000 
	8.850000	10.494344	0.000000	364.000000	318.280000	19.800000	0.000000 
	8.866667	10.478621	0.000000	364.666667	318.990000	19.800000	0.000000 
	8.883333	10.464384	0.000000	365.333333	319.700000	19.800000	0.000000 
	8.900000	10.449510	0.000000	366.000000	320.410000	19.800000	0.000000 
	8.916667	10.434211	0.000000	366.666667	321.120000	19.800000	0.000000 
	8.933333	10.418275	0.000000	367.333333	321.830000	19.800000	0.000000 
	8.950000	10.402551	0.000000	368.000000	322.540000	19.800000	0.000000 
	8.966667	10.387039	0.000000	368.666667	323.240000	19.800000	0.000000 
	8.983333	10.370890	0.000000	369.333333	323.950000	19.800000	0.000000 
	9.000000	10.354741	0.000000	370.000000	324.660000	19.800000	0.000000 
	9.016667	10.338805	0.000000	370.666667	325.370000	19.800000	0.000000 
	9.033333	10.323081	0.000000	371.333333	326.070000	19.800000	0.000000 
	9.050000	10.306507	0.000000	372.000000	326.780000	19.800000	0.000000 
	9.066667	10.290571	0.000000	372.666667	327.490000	19.800000	0.000000 
	9.083333	10.275059	0.000000	373.333333	328.190000	19.800000	0.000000 
	9.100000	10.257211	0.000000	374.000000	328.900000	19.800000	0.000000 
	9.116667	10.240849	0.000000	374.666667	329.610000	19.800000	0.000000 
	9.133333	10.223850	0.000000	375.333333	330.310000	19.800000	0.000000 
	9.150000	10.206851	0.000000	376.000000	331.020000	19.800000	0.000000 
	9.166667	10.189003	0.000000	376.666667	331.730000	19.800000	0.000000 
	9.183333	10.171579	0.000000	377.333333	332.440000	19.800000	0.000000 
	9.200000	10.153518	0.000000	378.000000	333.140000	19.800000	0.000000 
	9.216667	10.137156	0.000000	378.666667	333.850000	19.800000	0.000000 
	9.233333	10.119520	0.000000	379.333333	334.560000	19.800000	0.000000 
	9.250000	10.101246	0.000000	380.000000	335.270000	19.800000	0.000000 
	9.266667	10.081060	0.000000	380.666667	335.980000	19.800000	0.000000 
	9.283333	10.067886	0.000000	381.333333	336.690000	19.800000	0.000000 
	9.300000	10.048125	0.000000	382.000000	337.400000	19.800000	0.000000 
	9.316667	10.027301	0.000000	382.666667	338.110000	19.800000	0.000000 
	9.333333	10.009452	0.000000	383.333333	338.810000	19.800000	0.000000 
	9.350000	9.990329	0.000000	384.000000	339.520000	19.800000	0.000000 
	9.366667	9.973117	0.000000	384.666667	340.230000	19.800000	0.000000 
	9.383333	9.954844	0.000000	385.333333	340.940000	19.800000	0.000000 
	9.400000	9.935507	0.000000	386.000000	341.650000	19.800000	0.000000 
	9.416667	9.915321	0.000000	386.666667	342.360000	19.800000	0.000000 
	9.433333	9.895773	0.000000	387.333333	343.070000	19.800000	0.000000 
	9.450000	9.876436	0.000000	388.000000	343.780000	19.800000	0.000000 
	9.466667	9.856675	0.000000	388.666667	344.490000	19.800000	0.000000 
	9.483333	9.836064	0.000000	389.333333	345.200000	19.800000	0.000000 
	9.500000	9.819065	0.000000	390.000000	345.910000	19.800000	0.000000 
	9.516667	9.800579	0.000000	390.666667	346.620000	19.800000	0.000000 
	9.533333	9.780180	0.000000	391.333333	347.320000	19.800000	0.000000 
	9.550000	9.760844	0.000000	392.000000	348.030000	19.800000	0.000000 
	9.566667	9.740233	0.000000	392.666667	348.740000	19.800000	0.000000 
	9.583333	9.721109	0.000000	393.333333	349.450000	19.800000	0.000000 
	9.600000	9.701136	0.000000	394.000000	350.150000	19.800000	0.000000 
	9.616667	9.681375	0.000000	394.666667	350.860000	19.800000	0.000000 
	9.633333	9.662038	0.000000	395.333333	351.570000	19.800000	0.000000 
	9.650000	9.642490	0.000000	396.000000	352.270000	19.800000	0.000000 
	9.666667	9.621029	0.000000	396.666667	352.980000	19.800000	0.000000 
	9.683333	9.602330	0.000000	397.333333	353.690000	19.800000	0.000000 
	9.700000	9.581081	0.000000	398.000000	354.390000	19.800000	0.000000 
	9.716667	9.562383	0.000000	398.666667	355.100000	19.800000	0.000000 
	9.733333	9.541772	0.000000	399.333333	355.800000	19.800000	0.000000 
	9.750000	9.522648	0.000000	400.000000	356.510000	19.800000	0.000000 
	9.766667	9.502249	0.000000	400.666667	357.210000	19.800000	0.000000 
	9.783333	9.483338	0.000000	401.333333	357.920000	19.800000	0.000000 
	9.800000	9.463789	0.000000	402.000000	358.620000	19.800000	0.000000 
	9.816667	9.443603	0.000000	402.666667	359.320000	19.800000	0.000000 
	9.833333	9.424692	0.000000	403.333333	360.030000	19.800000	0.000000 
	9.850000	9.404081	0.000000	404.000000	360.730000	19.800000	0.000000 
	9.866667	9.383895	0.000000	404.666667	361.430000	19.800000	0.000000 
	9.883333	9.365409	0.000000	405.333333	362.130000	19.800000	0.000000 
	9.900000	9.346285	0.000000	406.000000	362.840000	19.800000	0.000000 
	9.916667	9.326311	0.000000	406.666667	363.540000	19.800000	0.000000 
	9.933333	9.306125	0.000000	407.333333	364.240000	19.800000	0.000000 
	9.950000	9.285727	0.000000	408.000000	364.940000	19.800000	0.000000 
	9.966667	9.267028	0.000000	408.666667	365.640000	19.800000	0.000000 
	9.983333	9.247904	0.000000	409.333333	366.340000	19.800000	0.000000 
	10.000000	9.226868	0.000000	410.000000	367.040000	19.800000	0.000000 
	10.016667	9.207319	0.000000	410.666667	367.740000	19.800000	0.000000 
	10.033333	9.188621	0.000000	411.333333	368.440000	19.800000	0.000000 
	10.050000	9.168222	0.000000	412.000000	369.140000	19.800000	0.000000 
	10.066667	9.148461	0.000000	412.666667	369.840000	19.800000	0.000000 
	10.083333	9.129337	0.000000	413.333333	370.540000	19.800000	0.000000 
	10.100000	9.110638	0.000000	414.000000	371.240000	19.800000	0.000000 
	10.116667	9.091302	0.000000	414.666667	371.940000	19.800000	0.000000 
	10.133333	9.071966	0.000000	415.333333	372.630000	19.800000	0.000000 
	10.150000	9.052630	0.000000	416.000000	373.330000	19.800000	0.000000 
	10.166667	9.033294	0.000000	416.666667	374.030000	19.800000	0.000000 
	10.183333	9.015020	0.000000	417.333333	374.730000	19.800000	0.000000 
	10.200000	8.997384	0.000000	418.000000	375.420000	19.800000	0.000000 
	10.216667	8.977410	0.000000	418.666667	376.120000	19.800000	0.000000 
	10.233333	8.959561	0.000000	419.333333	376.820000	19.800000	0.000000 
	10.250000	8.941075	0.000000	420.000000	377.510000	19.800000	0.000000 
	10.266667	8.922376	0.000000	420.666667	378.210000	19.800000	0.000000 
	10.283333	8.904740	0.000000	421.333333	378.910000	19.800000	0.000000 
	10.300000	8.888591	0.000000	422.000000	379.600000	19.800000	0.000000 
	10.316667	8.870530	0.000000	422.666667	380.300000	19.800000	0.000000 
	10.333333	8.852893	0.000000	423.333333	380.990000	19.800000	0.000000 
	10.350000	8.835895	0.000000	424.000000	381.690000	19.800000	0.000000 
	10.366667	8.818258	0.000000	424.666667	382.380000	19.800000	0.000000 
	10.383333	8.801897	0.000000	425.333333	383.080000	19.800000	0.000000 
	10.400000	8.784898	0.000000	426.000000	383.780000	19.800000	0.000000 
	10.416667	8.769599	0.000000	426.666667	384.470000	19.800000	0.000000 
	10.433333	8.753025	0.000000	427.333333	385.170000	19.800000	0.000000 
	10.450000	8.737301	0.000000	428.000000	385.860000	19.800000	0.000000 
	10.466667	8.721790	0.000000	428.666667	386.560000	19.800000	0.000000 
	10.483333	8.707128	0.000000	429.333333	387.250000	19.800000	0.000000 
	10.500000	8.691404	0.000000	430.000000	387.950000	19.800000	0.000000 
	10.516667	8.676318	0.000000	430.666667	388.640000	19.800000	0.000000 
	10.533333	8.661019	0.000000	431.333333	389.340000	19.800000	0.000000 
	10.550000	8.646357	0.000000	432.000000	390.030000	19.800000	0.000000 
	10.566667	8.633183	0.000000	432.666667	390.720000	19.800000	0.000000 
	10.583333	8.620009	0.000000	433.333333	391.420000	19.800000	0.000000 
	10.600000	8.606198	0.000000	434.000000	392.110000	19.800000	0.000000 
	10.616667	8.593024	0.000000	434.666667	392.810000	19.800000	0.000000 
	10.633333	8.580274	0.000000	435.333333	393.500000	19.800000	0.000000 
	10.650000	8.568163	0.000000	436.000000	394.200000	19.800000	0.000000 
	10.666667	8.554139	0.000000	436.666667	394.890000	19.800000	0.000000 
	10.683333	8.541177	0.000000	437.333333	395.590000	19.800000	0.000000 
	10.700000	8.528215	0.000000	438.000000	396.280000	19.800000	0.000000 
	10.716667	8.515466	0.000000	438.666667	396.980000	19.800000	0.000000 
	10.733333	8.504417	0.000000	439.333333	397.670000	19.800000	0.000000 
	10.750000	8.492518	0.000000	440.000000	398.370000	19.800000	0.000000 
	10.766667	8.481044	0.000000	440.666667	399.060000	19.800000	0.000000 
	10.783333	8.465957	0.000000	441.333333	399.760000	19.800000	0.000000 
	10.800000	8.458945	0.000000	442.000000	400.450000	19.800000	0.000000 
	10.816667	8.446834	0.000000	442.666667	401.150000	19.800000	0.000000 
	10.833333	8.436847	0.000000	443.333333	401.840000	19.800000	0.000000 
	10.850000	8.426435	0.000000	444.000000	402.540000	19.800000	0.000000 
	10.866667	8.417086	0.000000	444.666667	403.230000	19.800000	0.000000 
	10.883333	8.406036	0.000000	445.333333	403.930000	19.800000	0.000000 
	10.900000	8.396049	0.000000	446.000000	404.620000	19.800000	0.000000 
	10.916667	8.386913	0.000000	446.666667	405.320000	19.800000	0.000000 
	10.933333	8.378201	0.000000	447.333333	406.010000	19.800000	0.000000 
	10.950000	8.369489	0.000000	448.000000	406.710000	19.800000	0.000000 
	10.966667	8.356527	0.000000	448.666667	407.400000	19.800000	0.000000 
	10.983333	8.352490	0.000000	449.333333	408.100000	19.800000	0.000000 
	11.000000	8.341866	0.000000	450.000000	408.790000	19.800000	0.000000 
	11.016667	8.334216	0.000000	450.666667	409.490000	19.800000	0.000000 
	11.033333	8.326142	0.000000	451.333333	410.190000	19.800000	0.000000 
